onet_code,job_title,skills
49-9071.00,"Maintenance and Repair Workers, General","[""Active Learning"", ""Active Listening"", ""Apple macOS"", ""Autodesk AutoCAD"", ""Complex Problem Solving"", ""Computer aided design and drafting software CADD"", ""Computerized maintenance management system CMMS"", ""Computerized time management systems"", ""Coordination"", ""Critical Thinking"", ""Dassault Systemes CATIA"", ""Data entry software"", ""Database software"", ""Digital direct control DDC energy management software"", ""Dropbox"", ""Eko"", ""Equipment Maintenance"", ""Equipment Selection"", ""FaceTime"", ""Facebook"", ""Google Docs"", ""GroupMe"", ""Handheld computer device software"", ""IBM Notes"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Linux"", ""Loom"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Excel"", ""Microsoft Exchange"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft PowerPoint"", ""Microsoft Project"", ""Microsoft Windows"", ""Microsoft Word"", ""Monitoring"", ""National Instruments LabVIEW"", ""Negotiation"", ""Operating system software"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Oracle Primavera Enterprise Project Portfolio Management"", ""PTC Creo Parametric"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""SAP software"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Supervisory control and data acquisition SCADA software"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Web browser software"", ""Writing"", ""Yardi software"", ""YouTube""]"
49-9081.00,Wind Turbine Service Technicians,"[""Active Learning"", ""Active Listening"", ""Complex Problem Solving"", ""Computerized diagnostic software"", ""Computerized maintenance management system CMMS"", ""Coordination"", ""Critical Thinking"", ""Equipment Maintenance"", ""Equipment Selection"", ""IBM Maximo Asset Management"", ""Industrial control systems software"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Access"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft PowerPoint"", ""Microsoft Project"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programmable logic controller PLC software"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""SAP software"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Structured query language SQL"", ""Supervisory control and data acquisition SCADA software"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Vestas Wind Systems A/S Vestas Remote Panel"", ""Web browser software"", ""Writing""]"
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers","[""Active Learning"", ""Active Listening"", ""Complex Problem Solving"", ""Coordination"", ""Critical Thinking"", ""Email software"", ""Equipment Maintenance"", ""Equipment Selection"", ""Installation"", ""Instructing"", ""Inventory tracking software"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Excel"", ""Microsoft Outlook"", ""Microsoft PowerPoint"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Web browser software"", ""Writing""]"
49-9092.00,Commercial Divers,"[""Active Learning"", ""Active Listening"", ""Complex Problem Solving"", ""Coordination"", ""Critical Thinking"", ""Diving logbook software"", ""Diving table software"", ""Dynamic positioning DP software"", ""Equipment Maintenance"", ""Equipment Selection"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Remote operated vehicle ROV dive log software"", ""Repairing"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Web browser software"", ""Writing""]"
49-9094.00,Locksmiths and Safe Repairers,"[""Active Learning"", ""Active Listening"", ""Complex Problem Solving"", ""Coordination"", ""Critical Thinking"", ""Equipment Maintenance"", ""Equipment Selection"", ""Installation"", ""Instructing"", ""Intuit QuickBooks"", ""Inventory tracking software"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mapping software"", ""Marathon Data Systems ServiceCEO"", ""Mathematics"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft PowerPoint"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""Scheduling software"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""WH Software InstaCode"", ""WH Software MasterKey"", ""Writing"", ""dESCO ESC""]"
49-9095.00,Manufactured Building and Mobile Home Installers,"[""Active Learning"", ""Active Listening"", ""Complex Problem Solving"", ""Coordination"", ""Critical Thinking"", ""Email software"", ""Equipment Maintenance"", ""Equipment Selection"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Excel"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Web browser software"", ""Writing""]"
49-9096.00,Riggers,"[""Active Learning"", ""Active Listening"", ""Autodesk AutoCAD"", ""Autodesk Maya"", ""Complex Problem Solving"", ""Coordination"", ""Critical Thinking"", ""Equipment Maintenance"", ""Equipment Selection"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Excel"", ""Microsoft Outlook"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Writing""]"
49-9097.00,Signal and Track Switch Repairers,"[""Active Learning"", ""Active Listening"", ""Complex Problem Solving"", ""Coordination"", ""Critical Thinking"", ""Equipment Maintenance"", ""Equipment Selection"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Maintenance management software"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft PowerPoint"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Supervisory control and data acquisition SCADA software"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Web browser software"", ""Writing""]"
49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers","[""Active Learning"", ""Active Listening"", ""Atlas Construction Business Forms"", ""Building automation software"", ""Complex Problem Solving"", ""Computer aided design CAD software"", ""Coordination"", ""Critical Thinking"", ""Data logging software"", ""Equipment Maintenance"", ""Equipment Selection"", ""Facility energy management software"", ""HVAC tools software"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft PowerPoint"", ""Microsoft Windows"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""SAP software"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Spreadsheet software"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Time Management"", ""Troubleshooting"", ""Word processing software"", ""Writing""]"
49-9099.01,Geothermal Technicians,"[""Active Learning"", ""Active Listening"", ""Autodesk AutoCAD"", ""ClimateMaster GeoDesigner"", ""Complex Problem Solving"", ""Coordination"", ""Critical Thinking"", ""Distributed control system DCS"", ""Email software"", ""Equipment Maintenance"", ""Equipment Selection"", ""Geographic information system GIS systems"", ""Geothermal Properties Measurement Tool"", ""Installation"", ""Instructing"", ""Judgment and Decision Making"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Mathematics"", ""Microsoft Excel"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft Word"", ""Monitoring"", ""Negotiation"", ""Operation and Control"", ""Operations Analysis"", ""Operations Monitoring"", ""Persuasion"", ""Programming"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""SAP software"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Thermal Dynamics Ground Loop Design GLD"", ""Time Management"", ""Troubleshooting"", ""WaterFurnace International Ground Loop Design PREMIER"", ""Writing""]"
51-1011.00,First-Line Supervisors of Production and Operating Workers,"[""Active Learning"", ""Active Listening"", ""Apple Safari"", ""Apple iWork Pages"", ""Aptean Made2Manage"", ""Autodesk AutoCAD"", ""Bowen & Groves M1 ERP"", ""Capterra Enterprise Resource Planning"", ""Complex Problem Solving"", ""Computer aided design CAD software"", ""Computer aided manufacturing CAM software"", ""Coordination"", ""Critical Thinking"", ""Database software"", ""Delphi Technology"", ""Email software"", ""Encompix ERP"", ""Epicor Vantage ERP"", ""Epicor Vista ERP"", ""Equipment Maintenance"", ""Equipment Selection"", ""Exact MAX"", ""Extensible markup language XML"", ""GHG Clockwise"", ""Giraffe Production Systems Giraffe Schedule System"", ""Google Chrome"", ""HCSS HeavyJob"", ""IBM Notes"", ""Installation"", ""Instructing"", ""Intacct ERP"", ""Integrated materials management systems"", ""Inventory management software"", ""Judgment and Decision Making"", ""Kronos Workforce Timekeeper"", ""Learning Strategies"", ""Management of Financial Resources"", ""Management of Material Resources"", ""Management of Personnel Resources"", ""Materials management software"", ""Mathematics"", ""Microsoft Access"", ""Microsoft Axapta"", ""Microsoft Excel"", ""Microsoft Exchange"", ""Microsoft Internet Explorer"", ""Microsoft Office software"", ""Microsoft Outlook"", ""Microsoft PowerPoint"", ""Microsoft Project"", ""Microsoft SharePoint"", ""Microsoft Total Quality Control Management"", ""Microsoft Word"", ""Minitab"", ""Monitoring"", ""Mozilla Firefox"", ""Negotiation"", ""NetSuite NetERP"", ""Operating system software"", ""Operation and Control"", ""Operational databases"", ""Operations Analysis"", ""Operations Monitoring"", ""Oracle JD Edwards EnterpriseOne"", ""Persuasion"", ""Programming"", ""QA Software QMS Materials Management"", ""Quality Control Analysis"", ""Reading Comprehension"", ""Repairing"", ""Resource planning software"", ""Retain Resource Planning"", ""SAP Business One"", ""SAP software"", ""SYSPRO business software"", ""Science"", ""Service Orientation"", ""Social Perceptiveness"", ""Speaking"", ""Spreadsheet software"", ""Supervisory control and data acquisition SCADA software"", ""Systems Analysis"", ""Systems Evaluation"", ""Technology Design"", ""Technology Group International Enterprise 21 ERP"", ""Time Management"", ""Timekeeping software"", ""Total quality management TQM software"", ""Troubleshooting"", ""Word processing software"", ""Work Technology WorkTech Time"", ""Writing""]"
